,Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
12631,VAT,Holy See,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2022,Counts,0,CTS
12803,ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,521,CTS
12804,AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,100,CTS
12805,AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,2056,CTS
12806,AZE,Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,23,CTS
12807,BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,24191,CTS
12808,BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,1388,CTS
12809,BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,52,CTS
12810,CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,129390,CTS
12811,CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,9920,CTS
12812,CMR,Cameroon,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,31,NSO
12813,COL,Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,116534,CTS
12814,CRI,Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,6631,CTS
12815,CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,2357,CTS
12816,DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,4929,CTS
12817,DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,900,CTS
12818,ECU,Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,30117,CTS
12819,ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,5763,CTS
12820,EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,202,CTS
12821,FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,690,CTS
12822,FRA,France,Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,92828,MoI/CTS
12823,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,8781,CTS
12824,GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,871,CTS
12825,GEO,Georgia,Asia,Western Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,2199,CTS
12826,GHA,Ghana,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,4302,CTS
12827,GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,0,CTS
12828,GUY,Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,0,CTS
12829,HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,420,CTS
12830,HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,4517,CTS
12831,IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,1612,CTS
12832,ISR,Israel,Asia,Western Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,53572,CTS
12833,ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,30451,CTS
12834,LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,54,CTS
12835,MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,174,CTS
12836,MAR,Morocco,Africa,Northern Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,26,CTS
12837,MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,295,CTS
12838,NLD,Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,4030,CTS
12839,NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,6478,CTS
12840,NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,5291,CTS
12841,PER,Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,3872,CTS
12842,POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,27303,CTS
12843,ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,1376,CTS
12844,SAU,Saudi Arabia,Asia,Western Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,2395,CTS
12845,SGP,Singapore,Asia,South-eastern Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,779,CTS
12846,SLV,El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,50,CTS
12847,SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,505,CTS
12848,SUR,Suriname,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,1721,CTS
12849,SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,2484,CTS
12850,SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,215,CTS
12851,SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,56730,CTS
12852,VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,129,CTS
12853,ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,431,CTS
12854,AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,2046,CTS
12855,AZE,Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,31,CTS
12856,BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,23683,CTS
12857,BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,253,CTS
12858,BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,100,CTS
12859,CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,137543,CTS
12860,CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,8363,CTS
12861,COL,Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,118778,CTS
12862,CRI,Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,6072,CTS
12863,CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,2081,CTS
12864,DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,10280,CTS
12865,DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,565,CTS
12866,ECU,Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,28231,CTS
12867,EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,225,CTS
12868,FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,727,CTS
12869,FRA,France,Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,97162,MoI/CTS
12870,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,11162,CTS
12871,GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,889,CTS
12872,GHA,Ghana,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,3528,CTS
12873,GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,105,CTS
12874,GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,0,CTS
12875,HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,394,CTS
12876,HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,4969,CTS
12877,ISR,Israel,Asia,Western Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,57743,CTS
12878,ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,31537,CTS
12879,LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,42,CTS
12880,MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,128,CTS
12881,MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,355,CTS
12882,NLD,Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,4390,CTS
12883,NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,7410,CTS
12884,NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,5793,CTS
12885,PER,Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,3407,CTS
12886,POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,24024,CTS
12887,ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,1276,CTS
12888,SGP,Singapore,Asia,South-eastern Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,644,CTS
12889,SLV,El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,37,CTS
12890,SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,519,CTS
12891,SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,1269,CTS
12892,SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,219,CTS
12893,SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,60629,CTS
12894,ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,440,CTS
12895,AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,2052,CTS
12896,AZE,Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,31,CTS
12897,BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,25034,CTS
12898,BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,226,CTS
12899,BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,67,CTS
12900,CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,144297,CTS
12901,CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,10437,CTS
12902,CMR,Cameroon,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,16,NSO
12903,COL,Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,128336,CTS
12904,CRI,Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,6582,CTS
12905,CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,1938,CTS
12906,DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,8369,CTS
12907,DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,947,CTS
12908,ECU,Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,29571,CTS
12909,EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,169,CTS
12910,FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,734,CTS
12911,FRA,France,Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,121624,MoI/CTS
12912,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,13767,CTS
12913,GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,843,CTS
12914,GHA,Ghana,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,3815,CTS
12915,GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,212,CTS
12916,GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,0,CTS
12917,GUY,Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,0,CTS
12918,HND,Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,10496,CTS
12919,HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,428,CTS
12920,HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,5121,CTS
12921,ISR,Israel,Asia,Western Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,56950,CTS
12922,ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,33812,CTS
12923,LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,54,CTS
12924,MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,139,CTS
12925,MAR,Morocco,Africa,Northern Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,580,CTS
12926,MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,389,CTS
12927,MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,169,CTS
12928,NLD,Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,3595,CTS
12929,NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,7910,CTS
12930,NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,4686,CTS
12931,PER,Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,4014,CTS
12932,POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,23790,CTS
12933,ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,1715,CTS
12934,SGP,Singapore,Asia,South-eastern Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,632,CTS
12935,SLV,El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,27,CTS
12936,SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,488,CTS
12937,SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,2093,CTS
12938,SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,204,CTS
12939,SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,63111,CTS
12940,SWZ,Eswatini,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,1912,CTS
12941,THA,Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,438,CTS
13014,ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,84,CTS
13015,AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,330,CTS
13016,BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,26,CTS
13017,BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,36,CTS
13018,CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,2998,CTS
13019,CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,153,CTS
13020,DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,24,CTS
13021,ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,1414,CTS
13022,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,2301,CTS
13023,GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,9,CTS
13024,GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,0,CTS
13025,GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,27,CTS
13026,GUY,Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,0,CTS
13027,HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,52,CTS
13028,JAM,Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,6,CTS
13029,MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,9,CTS
13030,MAR,Morocco,Africa,Northern Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,19,CTS
13031,MMR,Myanmar,Asia,South-eastern Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,1138,CTS
13032,PHL,Philippines,Asia,South-eastern Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,744,CTS
13033,SAU,Saudi Arabia,Asia,Western Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,3127,CTS
13034,SLV,El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,5,CTS
13035,SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,0,CTS
13036,VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,0,CTS
13037,ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,Counts,107,CTS
13038,AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,Counts,329,CTS
13039,BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,Counts,214,CTS
13040,BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,Counts,71,CTS
13041,CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,Counts,3162,CTS
13042,CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,Counts,150,CTS
13043,DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,Counts,24,CTS
13044,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,Counts,3326,CTS
13045,GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,Counts,19,CTS
13046,GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,Counts,0,CTS
13047,HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,Counts,66,CTS
13048,JAM,Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,Counts,11,CTS
13049,MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,Counts,11,CTS
13050,MUS,Mauritius,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,Counts,367,CTS
13051,SLV,El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,Counts,3,CTS
13052,SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,Counts,2,CTS
13053,ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,167,CTS
13054,AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,395,CTS
13055,BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,140,CTS
13056,BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,37,CTS
