,Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
22762,IRL,Ireland,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,"Rate per 100,000 population","16,83075988",CTS
22763,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,"Rate per 100,000 population","99,95219678",CTS
22764,LTU,Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,"Rate per 100,000 population","1,625815472",CTS
22765,LVA,Latvia,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,"Rate per 100,000 population","5,125699032",CTS
22766,MAR,Morocco,Africa,Northern Africa,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,"Rate per 100,000 population","32,13389427",CTS
22767,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,"Rate per 100,000 population","10,12461549",CTS
22768,MMR,Myanmar,Asia,South-eastern Asia,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,"Rate per 100,000 population","0,560035728",CTS
22769,ROU,Romania,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,"Rate per 100,000 population","0,063094906",CTS
22770,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,"Rate per 100,000 population","2,884103303",CTS
22771,SVK,Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,"Rate per 100,000 population","2,139587796",CTS
22772,SVN,Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2022,"Rate per 100,000 population","0,750740535",CTS
22897,AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","5,429974167",CTS
22898,AZE,Azerbaijan,Asia,Western Asia,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","0,44387337",CTS
22899,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","133,7630828",CTS
22900,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","0,27299473",CTS
22901,CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","8,611629948",CTS
22902,CHE,Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","1,966512376",CTS
22903,DEU,Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","38,00395598",CTS
22904,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","0,86884635",NGO/CTS
22905,ESP,Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","5,252110895",CTS
22906,FIN,Finland,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","5,186391766",CTS
22907,FRA,France,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","342,5740067",CTS
22908,GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","0,011582449",CTS
22909,HRV,Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","4,099418919",CTS
22910,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","44,78462666",CTS
22911,LTU,Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","0,922753655",CTS
22912,LVA,Latvia,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","4,360236964",CTS
22913,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","12,93622553",CTS
22914,MNG,Mongolia,Asia,Eastern Asia,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","1,106783043",CTS
22915,ROU,Romania,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","0,089344914",CTS
22916,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","30,26451183",CTS
22917,SVK,Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","0,429974682",CTS
22918,SVN,Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,"Rate per 100,000 population","1,990842126",CTS
22919,AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","5,569151849",CTS
22920,AZE,Azerbaijan,Asia,Western Asia,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","0,249650969",CTS
22921,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","118,4154969",CTS
22922,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","0,050472023",CTS
22923,CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","8,230965185",CTS
22924,CHE,Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","1,883927548",CTS
22925,CZE,Czechia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","8,496353212",CTS
22926,DEU,Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","40,05825906",CTS
22927,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","0,785792578",NGO/CTS
22928,ESP,Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","5,192316531",CTS
22929,FIN,Finland,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","4,252352462",CTS
22930,FRA,France,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","377,4065217",CTS
22931,GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","0,022819484",CTS
22932,HRV,Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","4,326709347",CTS
22933,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","56,97889746",CTS
22934,LTU,Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","0,600373032",CTS
22935,LVA,Latvia,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","4,019836422",CTS
22936,MAR,Morocco,Africa,Northern Africa,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","26,24381404",CTS
22937,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","5,14664835",CTS
22938,MNG,Mongolia,Asia,Eastern Asia,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","1,145792439",CTS
22939,OMN,Oman,Asia,Western Asia,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","0,174153931",CTS
22940,PAN,Panama,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","0,186434469",PPR
22941,ROU,Romania,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","0,099639375",CTS
22942,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","25,30876542",CTS
22943,SVK,Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","0,716329813",CTS
22944,SVN,Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,"Rate per 100,000 population","1,517099609",CTS
22945,AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","5,341017336",CTS
22946,BLZ,Belize,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","14,08447162",CTS
22947,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","0,083043718",CTS
22948,CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","8,559518033",CTS
22949,CHE,Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","1,621961079",CTS
22950,CZE,Czechia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","6,392564978",CTS
22951,DEU,Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","38,63961299",CTS
22952,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","1,011624651",NGO/CTS
22953,ESP,Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","5,570878109",CTS
22954,FIN,Finland,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","4,784062076",CTS
22955,FRA,France,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","430,6427968",CTS
22956,HRV,Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","4,416098214",CTS
22957,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","134,1927089",CTS
22958,LTU,Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","0,811406756",CTS
22959,LVA,Latvia,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","4,672335104",CTS
22960,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","9,961602955",CTS
22961,ROU,Romania,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","0,060098676",CTS
22962,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","26,12263853",CTS
22963,SVK,Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","0,251099727",CTS
22964,SVN,Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2021,"Rate per 100,000 population","1,138263977",CTS
22965,AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","6,103459141",CTS
22966,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","0,049198503",CTS
22967,CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","8,266124545",CTS
22968,CHE,Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","1,818166529",CTS
22969,CZE,Czechia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","5,878470786",CTS
22970,DEU,Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","41,17580385",CTS
22971,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","0,41111369",NGO/CTS
22972,ESP,Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","8,956860777",CTS
22973,FIN,Finland,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","4,352571879",CTS
22974,FRA,France,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","492,579352",CTS
22975,HND,Honduras,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","1,064755424",CTS
22976,HRV,Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","3,531146038",CTS
22977,IRL,Ireland,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","46,139534",CTS
22978,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","44,63108352",CTS
22979,LTU,Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","0,479979539",CTS
22980,LVA,Latvia,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","4,031317288",CTS
22981,MAR,Morocco,Africa,Northern Africa,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","38,6980212",CTS
22982,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","16,7970284",CTS
22983,MMR,Myanmar,Asia,South-eastern Asia,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","0,543782971",CTS
22984,ROU,Romania,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","0,088671851",CTS
22985,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","16,26576329",CTS
22986,SVK,Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","0,277208682",CTS
22987,SVN,Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2022,"Rate per 100,000 population","0,663992043",CTS
23085,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population","34,12115284",CTS
23086,AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population","24,19900603",CTS
23087,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population","195,626534",CTS
23088,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population","0,016902182",CTS
23089,CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population","12,79428052",CTS
23090,CHE,Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population","3,08002227",CTS
23091,DEU,Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population","81,7237306",CTS
23092,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population","0,018273481",NGO/CTS
23093,ESP,Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population","4,415022886",CTS
23094,GRC,Greece,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population","0,019296969",CTS
23095,GUY,Guyana,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population","272,1341272",CTS
23096,HRV,Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population","7,173100872",CTS
23097,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population",0,CTS
23098,LTU,Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population","2,102283606",CTS
23099,LVA,Latvia,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population","16,50647286",CTS
23100,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population","2,608387446",CTS
23101,MNG,Mongolia,Asia,Eastern Asia,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population","4,669711318",CTS
23102,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population",0,CTS
23103,SVK,Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population","0,938768981",CTS
23104,SVN,Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2019,"Rate per 100,000 population","2,362788166",CTS
23105,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","11,30313888",CTS
23106,AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","20,42049332",CTS
23107,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","176,3441745",CTS
23108,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","0,01668815",CTS
23109,CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","11,71749969",CTS
23110,CHE,Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","3,453099098",CTS
23111,CZE,Czechia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","8,886772685",CTS
23112,DEU,Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","81,51189609",CTS
23113,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population",0,NGO/CTS
23114,ESP,Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","4,549226573",CTS
23115,GUY,Guyana,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","255,9633957",CTS
23116,HRV,Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","7,774665125",CTS
23117,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","34,6740638",CTS
23118,LTU,Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","2,497731227",CTS
23119,LVA,Latvia,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","16,98760703",CTS
23120,MAR,Morocco,Africa,Northern Africa,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","9,071740144",CTS
23121,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","0,608890275",CTS
23122,MNG,Mongolia,Asia,Eastern Asia,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","5,867629936",CTS
23123,OMN,Oman,Asia,Western Asia,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","0,709022488",CTS
23124,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","0,066723804",CTS
23125,SVK,Slovakia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","1,013258297",CTS
23126,SVN,Slovenia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2020,"Rate per 100,000 population","2,822209282",CTS
23127,AUT,Austria,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2021,"Rate per 100,000 population","21,74848233",CTS
23128,BLZ,Belize,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2021,"Rate per 100,000 population","0,496942561",CTS
23129,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2021,"Rate per 100,000 population",0,CTS
23130,CAN,Canada,Americas,Northern America,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2021,"Rate per 100,000 population","12,55273864",CTS
23131,CHE,Switzerland,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2021,"Rate per 100,000 population","2,758467219",CTS
23132,CZE,Czechia,Europe,Eastern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2021,"Rate per 100,000 population","8,615978312",CTS
23133,DEU,Germany,Europe,Western Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2021,"Rate per 100,000 population","79,12962804",CTS
23134,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2021,"Rate per 100,000 population",0,NGO/CTS
23135,ESP,Spain,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2021,"Rate per 100,000 population","5,023263641",CTS
23136,GUY,Guyana,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2021,"Rate per 100,000 population","124,7346848",CTS
23137,HRV,Croatia,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2021,"Rate per 100,000 population","9,408912871",CTS
23138,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2021,"Rate per 100,000 population","117,3147947",CTS
23139,LTU,Lithuania,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2021,"Rate per 100,000 population","2,599909156",CTS
23140,LVA,Latvia,Europe,Northern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2021,"Rate per 100,000 population","15,09220067",CTS
